sampleDate	variant	LocationID	LocationName	sample_id	sample_date	value	week	year	kw
2021-12-15	BA.1	ATTP_5-A2444685	ARA Zentralraum Lungau	CoV_21503_S105740	2021-12-15	0.0732738457220377	50	2021	50/2021_2
2021-12-15	B.1.617.2	ATTP_5-A2444685	ARA Zentralraum Lungau	CoV_21503_S105740	2021-12-15	0.926716408601144	50	2021	50/2021_2
2021-12-15	B.1.617.2	ATTP_5-A1836862R161	ARA Saalachtal-Saalfelden	CoV_21499_S105578	2021-12-15	0.97215	50	2021	50/2021_2
2021-12-16	B.1.617.2	ATTP_3-108	ARA GAV Wieselburg	CoV_21469_S105616	2021-12-16	0.93486	50	2021	50/2021
2021-12-16	B.1.617.2	ATTP_3-52	ARA AV Anzbach-Laabental	CoV_21468_S105603	2021-12-16	0.98627	50	2021	50/2021
2021-12-16	B.1.617.2	ATTP_3-34	ARA GV Abwasserbeseitigung Raum Bad Vöslau	CoV_23308_S107977	2021-12-16	0.98454	50	2021	50/2021_1
2021-12-16	B.1.617.2	ATTP_3-3	ARA Melk	CoV_21470_S105612	2021-12-16	0.91332	50	2021	50/2021
2021-12-16	B.1.617.2	ATTP_3-55	ARA Wiental - Sammelkanal GmbH	CoV_21501_S105620	2021-12-16	0.99601	50	2021	50/2021
2021-12-16	B.1.617.2	ATTP_3-424	ARA GAV Kleines Erlauftal	CoV_21505_S105714	2021-12-16	0.96248	50	2021	50/2021
2021-12-16	B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_23319_S108006	2021-12-16	0.91261	50	2021	50/2021_1
2021-12-18	B.1.617.2	ATTP_8-Dornbirn	Dornbirn	CoV_21492_S105592	2021-12-18	0.95852	50	2021	50/2021
2021-12-18	BA.1	ATTP_8-Bregenz	Bregenz	CoV_21494_S105743	2021-12-18	0.055657	50	2021	50/2021_2
2021-12-18	B.1.617.2	ATTP_8-Bregenz	Bregenz	CoV_21494_S105743	2021-12-18	0.93884	50	2021	50/2021_2
2021-12-18	B.1.617.2	ATTP_8-Ludesch	Ludesch	CoV_21495_S105739	2021-12-18	0.94788	50	2021	50/2021
2021-12-18	B.1.617.2	ATTP_8-Meiningen	Meiningen	CoV_21491_S105577	2021-12-18	0.9552	50	2021	50/2021
2021-12-18	B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_21493_S105619	2021-12-18	0.9764	50	2021	50/2021
2021-12-18	B.1.617.2	ATTP_3-104	ARA GAV Amstetten	CoV_21463_S105735	2021-12-18	0.95979	50	2021	50/2021
2021-12-18	B.1.617.2	ATTP_8-Hofsteig	EMREG_BE_Wasserverband Hofsteig	CoV_21490_S105581	2021-12-18	0.97924	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_7-7513103	Kufstein	CoV_22277_S106718	2021-12-19	0.94943	50	2021	50/2021
2021-12-19	BA.1	ATTP_7-7101301	Innsbruck	CoV_22276_S106694	2021-12-19	0.117258641462207	50	2021	50/2021
2021-12-19	BA.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_21520_S105717	2021-12-19	0.148336272329985	50	2021	50/2021_2
2021-12-19	B.1.617.2	ATTP_7-7101301	Innsbruck	CoV_22276_S106694	2021-12-19	0.882732018940703	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_21520_S105717	2021-12-19	0.851654143985279	50	2021	50/2021_2
2021-12-19	B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22278_S106730	2021-12-19	0.93333	50	2021	50/2021_2
2021-12-19	B.1.617.2	ATTP_1-00000044	Kläranlage Oberpullendorf	CoV_21457_S105721	2021-12-19	0.99552	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_4-41422001	Schärding und Umgebung	CoV_21482_S105563	2021-12-19	0.97889	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_4-40404001	Braunau	CoV_21477_S105613	2021-12-19	0.99323	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_4-40201001	Steyr und Umgebung	CoV_21472_S105731	2021-12-19	0.96295	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_4-41603002	Bad Leonfelden	CoV_21506_S105583	2021-12-19	0.95422	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_4-41703001	Ager-West	CoV_21474_S105564	2021-12-19	0.94201	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_4-40832001	Trattnachtal	CoV_21473_S105710	2021-12-19	0.96775	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_1-00000010	Kläranlage Eisenstadt	CoV_21456_S105725	2021-12-19	0.96459	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_4-40703001	Wolfgangsee-Ischl	CoV_21476_S105602	2021-12-19	0.97807	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_4-40702001	Hallstättersee	CoV_21481_S105711	2021-12-19	0.93229	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_4-41812001	Welser Heide	CoV_21471_S105736	2021-12-19	0.95772	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_5-A1651310R143	ARA Tennengau-Süd-Kuchl	CoV_21500_S105591	2021-12-19	0.89116806402439	50	2021	50/2021
2021-12-19	BA.1	ATTP_5-A1651310R143	ARA Tennengau-Süd-Kuchl	CoV_21500_S105591	2021-12-19	0.108822408536585	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_4-41123001	Machland-Ost	CoV_21507_S105579	2021-12-19	0.99436	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_5-A1699622R154	EMREG_BE_Siggerwiesen_2	CoV_21497_S105713	2021-12-19	0.914176785859323	50	2021	50/2021
2021-12-19	BA.1	ATTP_5-A1699622R154	EMREG_BE_Siggerwiesen_2	CoV_21497_S105713	2021-12-19	0.0858134284760882	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_5-A1700239R154	ARA Trumerseen	CoV_21519_S105738	2021-12-19	0.99551	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_1-00000057	Kläranlage AWV Rotenturm	CoV_21458_S105562	2021-12-19	0.97736	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_21455_S105746	2021-12-19	0.9898	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_2-K1931629	ARA Klagenfurt	CoV_23291_S107930	2021-12-19	0.95175	50	2021	50/2021_2
2021-12-19	B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_23300_S107917	2021-12-19	0.98831	50	2021	50/2021_2
2021-12-19	B.1.617.2	ATTP_3-11	ARA AWV Schwechat	CoV_21461_S105615	2021-12-19	0.90134	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_3-29	ARA Baden	CoV_21466_S105561	2021-12-19	0.96469	50	2021	50/2021
2021-12-19	BA.1	ATTP_3-34	ARA GV Abwasserbeseitigung Raum Bad Vöslau	CoV_21462_S105611	2021-12-19	0.0626153743288303	50	2021	50/2021_2
2021-12-19	B.1.617.2	ATTP_3-34	ARA GV Abwasserbeseitigung Raum Bad Vöslau	CoV_21462_S105611	2021-12-19	0.937374935438827	50	2021	50/2021_2
2021-12-19	B.1.617.2	ATTP_3-403	ARA Mödling	CoV_21460_S105604	2021-12-19	0.862519178994297	50	2021	50/2021_2
2021-12-19	BA.1	ATTP_3-403	ARA Mödling	CoV_21460_S105604	2021-12-19	0.137471171197252	50	2021	50/2021_2
2021-12-19	B.1.617.2	ATTP_3-449	ARA AWV Wr. Neustadt-Süd	CoV_21459_S105573	2021-12-19	0.96157	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_21464_S105732	2021-12-19	0.96683	50	2021	50/2021
2021-12-19	B.1.617.2	ATTP_4-40601002	Freistadt und Umgebung	CoV_21480_S105730	2021-12-19	0.98626	50	2021	50/2021
2021-12-20	BA.1	ATTP_6-M3489301R0	Stadtgemeinde Graz ARA Graz Gössendorf 1/316	CoV_21483_S105576	2021-12-20	0.110209626596728	51	2021	51/2021
2021-12-20	BA.1	ATTP_6-M3646738R0	WV Mürzverband ARA St. Marein/ Mürz III 2/669	CoV_21502_S105744	2021-12-20	0.194734386577992	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3646738R0	WV Mürzverband ARA St. Marein/ Mürz III 2/669	CoV_21502_S105744	2021-12-20	0.805256465379232	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3489301R0	Stadtgemeinde Graz ARA Graz Gössendorf 1/316	CoV_21483_S105576	2021-12-20	0.889780939263005	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3228013R0	Gemeinde Ardning ARA Ardning 12/1868	CoV_21517_S105618	2021-12-20	0.99542	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3444791R0	AWV Laßnitz-Wildbach-Gamsbach ARA Frauental 3/1303	CoV_21510_S105741	2021-12-20	0.99532	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3409760R0	RHV Leoben, Stadtgemeinde Leoben ARA Leoben 11/974	CoV_21486_S105610	2021-12-20	0.585324505432896	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3358117R0	AWV Leibnitzerfeld Süd ARA Strass 10/1414	CoV_21489_S105712	2021-12-20	0.98316	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3283441R0	ARA Sebersdorf 7/3700	CoV_21512_S105718	2021-12-20	0.99455	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3231297R0	Marktgemeinde Gnas ARA Gnas 4/1346	CoV_21514_S105584	2021-12-20	0.98466	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3647058R0	WV Mürzverband, Gde. Kapfenberg ARA Kapfenberg Mürz IV 2/827	CoV_21485_S105614	2021-12-20	0.97504	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3226627R0	Stadtgemeinde Liezen ARA Liezen 12/712	CoV_21511_S105737	2021-12-20	0.98359	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3453257R0	AWV Leibnitz-Wagna-Kaindorf ARA Wagna Leibnitz 10/1088	CoV_21487_S105734	2021-12-20	0.98284	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3690570R0	RHV Voitsberg ARA Voitsberg 16/1020	CoV_21509_S105617	2021-12-20	0.9954	51	2021	51/2021
2021-12-20	BA.1	ATTP_6-M3409760R0	RHV Leoben, Stadtgemeinde Leoben ARA Leoben 11/974	CoV_21486_S105610	2021-12-20	0.414668820247217	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3740483R0	Marktgemeinde St. Ruprecht an der Raab ARA St. Ruprecht an der Raab 17/2718	CoV_21513_S105715	2021-12-20	0.99176	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3750941R0	Stadtgemeinde Weiz, ARA Krottendorf-Preding 17/2763	CoV_21515_S105580	2021-12-20	0.90542	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_6-M3710856R0	AWV Feldbach-Mittleres Raabtal ARA Feldbach Raabau 4/435	CoV_21488_S105729	2021-12-20	0.96264	51	2021	51/2021
2021-12-20	B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23278_S107903	2021-12-20	0.942844397936001	51	2021	51/2021_1
2021-12-20	BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23278_S107903	2021-12-20	0.057145711326971	51	2021	51/2021_1
2021-12-21	B.1.617.2	ATTP_2-K1939137	WV Ossiacher See	CoV_21536_S105703	2021-12-21	0.99565	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_2-K1939997	ARA Stadt Villach	CoV_21531_S105800	2021-12-21	0.96598	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_21593_S105689	2021-12-21	0.96925	51	2021	51/2021_1
2021-12-21	B.1.617.2	ATTP_2-K1949374	WV Millstätter See	CoV_21532_S105787	2021-12-21	0.9934	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_2-K1949430	Abwasserverband Karnische Region	CoV_21594_S105804	2021-12-21	0.98309	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_3-10	ARA Hollabrunn	CoV_21553_S105686	2021-12-21	0.99488	51	2021	51/2021
2021-12-21	BA.1	ATTP_3-1022	ARA Guntramsdorf	CoV_21522_S105701	2021-12-21	0.576009578469267	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_3-1022	ARA Guntramsdorf	CoV_21522_S105701	2021-12-21	0.423983914418459	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_23320_S108018	2021-12-21	0.88335	51	2021	51/2021_1
2021-12-21	BA.1	ATTP_3-108	ARA GAV Wieselburg	CoV_21557_S105769	2021-12-21	0.496215988762446	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_3-851	ARA GAV Langenlois - Schönberg am Kamp	CoV_21556_S105784	2021-12-21	0.99554	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_2-K1931629	ARA Klagenfurt	CoV_21530_S105812	2021-12-21	0.93895	51	2021	51/2021_1
2021-12-21	B.1.617.2	ATTP_3-757	ARA AV Lainsitz	CoV_21551_S105751	2021-12-21	0.99522	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_3-119	ARA GAV Raum Krems an der Donau	CoV_21541_S105775	2021-12-21	0.98825	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_3-150	ARA Stockerau	CoV_21595_S105791	2021-12-21	0.99624	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_3-52	ARA AV Anzbach-Laabental	CoV_21550_S105763	2021-12-21	0.98132	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_3-47	ARA AV An der Traisen	CoV_21538_S105809	2021-12-21	0.9882	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_3-3	ARA Melk	CoV_21558_S105758	2021-12-21	0.479162158653222	51	2021	51/2021
2021-12-21	BA.1	ATTP_3-3	ARA Melk	CoV_21558_S105758	2021-12-21	0.52083165892834	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_3-430	ARA Tulln	CoV_21552_S105705	2021-12-21	0.99522	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_3-330	ARA GV Horn für Abwasserbeseitigung	CoV_21554_S105807	2021-12-21	0.99219	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_3-108	ARA GAV Wieselburg	CoV_21557_S105769	2021-12-21	0.503777823157035	51	2021	51/2021
2021-12-21	BA.1	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_21537_S105700	2021-12-21	0.128563179674719	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_3-34	ARA GV Abwasserbeseitigung Raum Bad Vöslau	CoV_23310_S107896	2021-12-21	0.940911864331389	51	2021	51/2021_1
2021-12-21	B.1.617.2	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""	CoV_21533_S105774	2021-12-21	0.99475	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_21537_S105700	2021-12-21	0.871427196612453	51	2021	51/2021
2021-12-21	BA.1	ATTP_3-34	ARA GV Abwasserbeseitigung Raum Bad Vöslau	CoV_23310_S107896	2021-12-21	0.0590784660504541	51	2021	51/2021_1
2021-12-21	BA.1	ATTP_2-K1518811R0	WV Abwasserverband Völkermarkt-Jaunfeld (ARA Eberndorf)	CoV_21534_S105761	2021-12-21	0.0493829842704441	51	2021	51/2021
2021-12-21	B.1.617.2	ATTP_2-K1518811R0	WV Abwasserverband Völkermarkt-Jaunfeld (ARA Eberndorf)	CoV_21534_S105761	2021-12-21	0.950607140317751	51	2021	51/2021
2021-12-22	BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23279_S107915	2021-12-22	0.0500925529830846	51	2021	51/2021_2
2021-12-22	BA.1	ATTP_5-A1779244R157	EMREG_BE_Kläranlage Pfarrwerfen	CoV_21587_S105792	2021-12-22	0.380450972861064	51	2021	51/2021
2021-12-22	B.1.617.2	ATTP_8-Bregenz	Bregenz	CoV_23266_S107916	2021-12-22	0.948810327555749	51	2021	51/2021_1
2021-12-22	BA.1	ATTP_8-Bregenz	Bregenz	CoV_23266_S107916	2021-12-22	0.0511797145264114	51	2021	51/2021_1
2021-12-22	B.1.617.2	ATTP_5-A1779244R157	EMREG_BE_Kläranlage Pfarrwerfen	CoV_21587_S105792	2021-12-22	0.619539659194169	51	2021	51/2021
2021-12-22	B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23279_S107915	2021-12-22	0.949897452094336	51	2021	51/2021_2
2021-12-22	BA.1	ATTP_5-A2444685	ARA Zentralraum Lungau	CoV_21610_S105802	2021-12-22	0.166182064223539	51	2021	51/2021
2021-12-22	B.1.617.2	ATTP_5-A2444685	ARA Zentralraum Lungau	CoV_21610_S105802	2021-12-22	0.833808792334138	51	2021	51/2021
2021-12-24	B.1.617.2	ATTP_8-Bregenz	Bregenz	CoV_23267_S107928	2021-12-24	0.96075	51	2021	51/2021_2
2021-12-24	BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23280_S107927	2021-12-24	0.04559	51	2021	51/2021_3
2021-12-24	B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23280_S107927	2021-12-24	0.94841	51	2021	51/2021_3
2021-12-25	B.1.617.2	ATTP_3-104	ARA GAV Amstetten	CoV_21544_S105704	2021-12-25	0.88809	51	2021	51/2021
2021-12-26	BA.1	ATTP_1-00000010	Kläranlage Eisenstadt	CoV_21527_S105762	2021-12-26	0.239820978337681	51	2021	51/2021
2021-12-26	BA.1	ATTP_3-32	ARA Klosterneuburg	CoV_21467_S105574	2021-12-26	0.86753	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_1-00000010	Kläranlage Eisenstadt	CoV_21527_S105762	2021-12-26	0.760170297409769	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_3-29	ARA Baden	CoV_21547_S105798	2021-12-26	0.9269	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_1-00000057	Kläranlage AWV Rotenturm	CoV_21529_S105697	2021-12-26	0.700017606076612	51	2021	51/2021
2021-12-26	BA.1	ATTP_3-11	ARA AWV Schwechat	CoV_21542_S105764	2021-12-26	0.551585336521456	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_1-00000050	Kläranlage Riedlingsdorf	CoV_21592_S105693	2021-12-26	0.92714	51	2021	51/2021
2021-12-26	BA.1	ATTP_1-00000057	Kläranlage AWV Rotenturm	CoV_21529_S105697	2021-12-26	0.299974010077383	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_21525_S105788	2021-12-26	0.93991	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_1-00000079	Kläranlage Glasing	CoV_21591_S105820	2021-12-26	0.88035	51	2021	51/2021
2021-12-26	BA.1	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_23302_S107929	2021-12-26	0.161387037325681	51	2021	51/2021_2
2021-12-26	B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_23302_S107929	2021-12-26	0.838603793998185	51	2021	51/2021_2
2021-12-26	B.1.617.2	ATTP_1-00000133	EMREG_BE_AWV Bezirk Jennersdorf	CoV_21526_S105773	2021-12-26	0.97248	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_1-00000145	Kläranlage RHV Neusiedlersee-Westufer	CoV_21590_S105754	2021-12-26	0.95854	51	2021	51/2021
2021-12-26	BA.1	ATTP_2-K1931629	ARA Klagenfurt	CoV_23292_S107942	2021-12-26	0.333481724678408	51	2021	51/2021_2
2021-12-26	B.1.617.2	ATTP_3-11	ARA AWV Schwechat	CoV_21542_S105764	2021-12-26	0.4484075892415	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_2-K1931629	ARA Klagenfurt	CoV_23292_S107942	2021-12-26	0.666509000862525	51	2021	51/2021_2
2021-12-26	B.1.617.2	ATTP_4-40601002	Freistadt und Umgebung	CoV_21568_S105707	2021-12-26	0.579643256454926	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_3-403	ARA Mödling	CoV_21540_S105786	2021-12-26	0.572010079472766	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_5-A1836862R161	ARA Saalachtal-Saalfelden	CoV_21588_S105777	2021-12-26	0.483428791643965	51	2021	51/2021
2021-12-26	BA.1	ATTP_5-A1836862R161	ARA Saalachtal-Saalfelden	CoV_21588_S105777	2021-12-26	0.356805889622729	51	2021	51/2021
2021-12-26	BA.2	ATTP_5-A1836862R161	ARA Saalachtal-Saalfelden	CoV_21588_S105777	2021-12-26	0.159758674303332	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_6-M3223510R0	AWV Grazerfeld ARA Wildon 10/1876	CoV_21572_S105782	2021-12-26	0.898570423740091	51	2021	51/2021
2021-12-26	BA.1	ATTP_6-M3223510R0	AWV Grazerfeld ARA Wildon 10/1876	CoV_21572_S105782	2021-12-26	0.101420071098607	51	2021	51/2021
2021-12-26	BA.1	ATTP_7-7101301	Innsbruck	CoV_22279_S106742	2021-12-26	0.286885614363161	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_7-7101301	Innsbruck	CoV_22279_S106742	2021-12-26	0.713105395175719	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_7-7513103	Kufstein	CoV_22280_S106754	2021-12-26	0.90995	51	2021	51/2021
2021-12-26	BA.1	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22281_S106766	2021-12-26	0.503397196968655	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22281_S106766	2021-12-26	0.496595926114404	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_8-Bregenz	Bregenz	CoV_21583_S105813	2021-12-26	0.932930907447711	51	2021	51/2021_3
2021-12-26	BA.1	ATTP_8-Bregenz	Bregenz	CoV_21583_S105813	2021-12-26	0.0670590952215758	51	2021	51/2021_3
2021-12-26	B.1.617.2	ATTP_8-Dornbirn	Dornbirn	CoV_21581_S105772	2021-12-26	0.834420627524076	51	2021	51/2021
2021-12-26	BA.1	ATTP_8-Dornbirn	Dornbirn	CoV_21581_S105772	2021-12-26	0.165570235549952	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_8-Hofsteig	EMREG_BE_Wasserverband Hofsteig	CoV_21579_S105793	2021-12-26	0.929839118112951	51	2021	51/2021
2021-12-26	BA.1	ATTP_8-Hofsteig	EMREG_BE_Wasserverband Hofsteig	CoV_21579_S105793	2021-12-26	0.0701510857543659	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_21582_S105759	2021-12-26	0.94028	51	2021	51/2021_4
2021-12-26	BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_21582_S105759	2021-12-26	0.055175	51	2021	51/2021_4
2021-12-26	B.1.617.2	ATTP_8-Ludesch	Ludesch	CoV_21584_S105694	2021-12-26	0.642047245598785	51	2021	51/2021
2021-12-26	BA.1	ATTP_8-Ludesch	Ludesch	CoV_21584_S105694	2021-12-26	0.357943202116786	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_8-Meiningen	Meiningen	CoV_21580_S105781	2021-12-26	0.803206213282883	51	2021	51/2021
2021-12-26	BA.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_21496_S105720	2021-12-26	0.77058	51	2021	51/2021_2
2021-12-26	B.1.617.2	Channel_Obergurgl	Kanal Teilgebiet Obergurgl	CoV_21611_S105789	2021-12-26	0.272752949151266	51	2021	51/2021
2021-12-26	BA.1	Channel_Obergurgl	Kanal Teilgebiet Obergurgl	CoV_21611_S105789	2021-12-26	0.727237636159937	51	2021	51/2021
2021-12-26	B.1.617.2	Liechtenstein	Liechtenstein	CoV_21612_S105780	2021-12-26	0.82109937495055	51	2021	51/2021
2021-12-26	BA.1	Liechtenstein	Liechtenstein	CoV_21612_S105780	2021-12-26	0.178890735026505	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_3-34	ARA GV Abwasserbeseitigung Raum Bad Vöslau	CoV_21543_S105752	2021-12-26	0.90721	51	2021	51/2021_2
2021-12-26	B.1.617.2	ATTP_5-A1700419R154	ARA Wallersee-Süd-Seekirchen	CoV_21609_S105691	2021-12-26	0.711784984796251	51	2021	51/2021
2021-12-26	BA.1	ATTP_5-A1700419R154	ARA Wallersee-Süd-Seekirchen	CoV_21609_S105691	2021-12-26	0.288205772803312	51	2021	51/2021
2021-12-26	BA.1	ATTP_8-Meiningen	Meiningen	CoV_21580_S105781	2021-12-26	0.196783829533008	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_5-A1699622R154	EMREG_BE_Siggerwiesen_2	CoV_21586_S105803	2021-12-26	0.69307	51	2021	51/2021
2021-12-26	BA.1	ATTP_3-403	ARA Mödling	CoV_21540_S105786	2021-12-26	0.427983236526726	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_3-448	ARA Piestingtaler AV	CoV_21546_S105810	2021-12-26	0.86629	51	2021	51/2021
2021-12-26	BA.1	ATTP_3-449	ARA AWV Wr. Neustadt-Süd	CoV_21539_S105797	2021-12-26	0.227937874410053	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_3-449	ARA AWV Wr. Neustadt-Süd	CoV_21539_S105797	2021-12-26	0.772053652378007	51	2021	51/2021
2021-12-26	BA.1	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_21545_S105699	2021-12-26	0.270530378696822	51	2021	51/2021
2021-12-26	BA.1	ATTP_5-A1699622R154	EMREG_BE_Siggerwiesen_2	CoV_21586_S105803	2021-12-26	0.28515	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_4-40201001	Steyr und Umgebung	CoV_21560_S105706	2021-12-26	0.653211259710674	51	2021	51/2021
2021-12-26	BA.1	ATTP_4-40201001	Steyr und Umgebung	CoV_21560_S105706	2021-12-26	0.346781553851571	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_4-40404001	Braunau	CoV_21565_S105770	2021-12-26	0.93605	51	2021	51/2021
2021-12-26	BA.1	ATTP_4-40601002	Freistadt und Umgebung	CoV_21568_S105707	2021-12-26	0.420350243116046	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_4-40702001	Hallstättersee	CoV_21569_S105688	2021-12-26	0.571217033631745	51	2021	51/2021
2021-12-26	BA.1	ATTP_4-40702001	Hallstättersee	CoV_21569_S105688	2021-12-26	0.428773288168401	51	2021	51/2021
2021-12-26	BA.1	ATTP_4-40703001	Wolfgangsee-Ischl	CoV_21564_S105783	2021-12-26	0.28456290629746	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_21545_S105699	2021-12-26	0.729461156912868	51	2021	51/2021
2021-12-26	B.1.617.2	ATTP_4-40832001	Trattnachtal	CoV_21561_S105685	2021-12-26	0.86549	51	2021	51/2021
