variant	LocationID	LocationName	sample_id	sample_date	value
B.1.617.2	ATTP_3-11	ARA AWV Schwechat	CoV_21373_S105533	2021-12-12	0.98966
BA.1	ATTP_3-11	ARA AWV Schwechat		2021-12-12	0.0
BA.2	ATTP_3-11	ARA AWV Schwechat		2021-12-12	0.0
B.1.1.7	ATTP_3-11	ARA AWV Schwechat		2021-12-19	0.0
B.1.160	ATTP_3-11	ARA AWV Schwechat		2021-12-19	0.0
B.1.258	ATTP_3-11	ARA AWV Schwechat		2021-12-19	0.0
B.1.351	ATTP_3-11	ARA AWV Schwechat		2021-12-19	0.0
B.1.617.2	ATTP_3-11	ARA AWV Schwechat	CoV_21461_S105615	2021-12-19	0.90134
BA.1	ATTP_3-11	ARA AWV Schwechat		2021-12-19	0.0
BA.2	ATTP_3-11	ARA AWV Schwechat		2021-12-19	0.0
B.1.1.7	ATTP_3-11	ARA AWV Schwechat		2021-12-26	0.0
B.1.160	ATTP_3-11	ARA AWV Schwechat		2021-12-26	0.0
B.1.258	ATTP_3-11	ARA AWV Schwechat		2021-12-26	0.0
B.1.351	ATTP_3-11	ARA AWV Schwechat		2021-12-26	0.0
B.1.617.2	ATTP_3-11	ARA AWV Schwechat	CoV_21542_S105764	2021-12-26	0.4484075892415
BA.1	ATTP_3-11	ARA AWV Schwechat	CoV_21542_S105764	2021-12-26	0.551585336521456
BA.2	ATTP_3-11	ARA AWV Schwechat		2021-12-26	0.0
B.1.1.7	ATTP_3-11	ARA AWV Schwechat		2021-12-27	0.0
B.1.160	ATTP_3-11	ARA AWV Schwechat		2021-12-27	0.0
B.1.258	ATTP_3-11	ARA AWV Schwechat		2021-12-27	0.0
B.1.351	ATTP_3-11	ARA AWV Schwechat		2021-12-27	0.0
B.1.617.2	ATTP_3-11	ARA AWV Schwechat	CoV_21615_S105817	2021-12-27	0.271033784614802
BA.1	ATTP_3-11	ARA AWV Schwechat	CoV_21615_S105817	2021-12-27	0.728956754557754
BA.2	ATTP_3-11	ARA AWV Schwechat		2021-12-27	0.0
B.1.1.7	ATTP_3-11	ARA AWV Schwechat		2022-01-02	0.0
B.1.160	ATTP_3-11	ARA AWV Schwechat		2022-01-02	0.0
B.1.258	ATTP_3-11	ARA AWV Schwechat		2022-01-02	0.0
B.1.351	ATTP_3-11	ARA AWV Schwechat		2022-01-02	0.0
B.1.617.2	ATTP_3-11	ARA AWV Schwechat	CoV_21846_S106328	2022-01-02	0.237678657074341
BA.1	ATTP_3-11	ARA AWV Schwechat	CoV_21846_S106328	2022-01-02	0.76231175059952
BA.2	ATTP_3-11	ARA AWV Schwechat		2022-01-02	0.0
B.1.1.7	ATTP_3-11	ARA AWV Schwechat		2022-01-09	0.0
B.1.160	ATTP_3-11	ARA AWV Schwechat		2022-01-09	0.0
B.1.258	ATTP_3-11	ARA AWV Schwechat		2022-01-09	0.0
B.1.351	ATTP_3-11	ARA AWV Schwechat		2022-01-09	0.0
B.1.617.2	ATTP_3-11	ARA AWV Schwechat		2022-01-09	0.0
BA.1	ATTP_3-11	ARA AWV Schwechat	CoV_22305_S106779	2022-01-09	0.95255
BA.2	ATTP_3-11	ARA AWV Schwechat		2022-01-09	0.0
B.1.1.7	ATTP_3-11	ARA AWV Schwechat		2022-01-16	0.0
B.1.160	ATTP_3-11	ARA AWV Schwechat		2022-01-16	0.0
B.1.258	ATTP_3-11	ARA AWV Schwechat		2022-01-16	0.0
B.1.351	ATTP_3-11	ARA AWV Schwechat		2022-01-16	0.0
B.1.617.2	ATTP_3-11	ARA AWV Schwechat		2022-01-16	0.0
BA.1	ATTP_3-11	ARA AWV Schwechat	CoV_22693_S107072	2022-01-16	0.95274
BA.2	ATTP_3-11	ARA AWV Schwechat		2022-01-16	0.0
B.1.1.7	ATTP_3-11	ARA AWV Schwechat		2022-01-23	0.0
B.1.160	ATTP_3-11	ARA AWV Schwechat		2022-01-23	0.0
B.1.258	ATTP_3-11	ARA AWV Schwechat		2022-01-23	0.0
B.1.351	ATTP_3-11	ARA AWV Schwechat		2022-01-23	0.0
B.1.617.2	ATTP_3-11	ARA AWV Schwechat		2022-01-23	0.0
BA.1	ATTP_3-11	ARA AWV Schwechat	CoV_23190_S108068	2022-01-23	0.93175
BA.2	ATTP_3-11	ARA AWV Schwechat	CoV_23190_S108068	2022-01-23	0.057084
B.1.1.7	ATTP_3-11	ARA AWV Schwechat		2022-01-30	0.0
B.1.160	ATTP_3-11	ARA AWV Schwechat		2022-01-30	0.0
B.1.258	ATTP_3-11	ARA AWV Schwechat		2022-01-30	0.0
B.1.351	ATTP_3-11	ARA AWV Schwechat		2022-01-30	0.0
B.1.617.2	ATTP_3-11	ARA AWV Schwechat		2022-01-30	0.0
BA.1	ATTP_3-11	ARA AWV Schwechat	CoV_23746_S108167	2022-01-30	0.90537
BA.2	ATTP_3-11	ARA AWV Schwechat	CoV_23746_S108167	2022-01-30	0.066167
B.1.1.7	ATTP_3-29	ARA Baden		2021-12-05	0.0
B.1.160	ATTP_3-29	ARA Baden		2021-12-05	0.0
B.1.258	ATTP_3-29	ARA Baden		2021-12-05	0.0
B.1.617.2	ATTP_3-29	ARA Baden	CoV_21237_S104844	2021-12-05	0.97642
BA.1	ATTP_3-29	ARA Baden		2021-12-05	0.0
BA.2	ATTP_3-29	ARA Baden		2021-12-05	0.0
B.1.1.7	ATTP_3-29	ARA Baden		2021-12-12	0.0
B.1.160	ATTP_3-29	ARA Baden		2021-12-12	0.0
B.1.258	ATTP_3-29	ARA Baden		2021-12-12	0.0
B.1.617.2	ATTP_3-29	ARA Baden	CoV_21378_S105508	2021-12-12	0.92373
BA.1	ATTP_3-29	ARA Baden		2021-12-12	0.0
BA.2	ATTP_3-29	ARA Baden		2021-12-12	0.0
B.1.1.7	ATTP_3-29	ARA Baden		2021-12-19	0.0
B.1.160	ATTP_3-29	ARA Baden		2021-12-19	0.0
B.1.258	ATTP_3-29	ARA Baden		2021-12-19	0.0
B.1.617.2	ATTP_3-29	ARA Baden	CoV_21466_S105561	2021-12-19	0.96469
BA.1	ATTP_3-29	ARA Baden		2021-12-19	0.0
BA.2	ATTP_3-29	ARA Baden		2021-12-19	0.0
B.1.1.7	ATTP_3-29	ARA Baden		2021-12-26	0.0
B.1.160	ATTP_3-29	ARA Baden		2021-12-26	0.0
B.1.258	ATTP_3-29	ARA Baden		2021-12-26	0.0
B.1.617.2	ATTP_3-29	ARA Baden	CoV_21547_S105798	2021-12-26	0.9269
BA.1	ATTP_3-29	ARA Baden		2021-12-26	0.0
BA.2	ATTP_3-29	ARA Baden		2021-12-26	0.0
B.1.1.7	ATTP_3-29	ARA Baden		2022-01-02	0.0
B.1.160	ATTP_3-29	ARA Baden		2022-01-02	0.0
B.1.258	ATTP_3-29	ARA Baden		2022-01-02	0.0
B.1.617.2	ATTP_3-29	ARA Baden	CoV_21851_S106291	2022-01-02	0.520879991889476
BA.1	ATTP_3-29	ARA Baden	CoV_21851_S106291	2022-01-02	0.479110791605607
BA.2	ATTP_3-29	ARA Baden		2022-01-02	0.0
B.1.1.7	ATTP_3-29	ARA Baden		2022-01-09	0.0
B.1.160	ATTP_3-29	ARA Baden		2022-01-09	0.0
B.1.258	ATTP_3-29	ARA Baden		2022-01-09	0.0
B.1.617.2	ATTP_3-29	ARA Baden		2022-01-09	0.0
BA.1	ATTP_3-29	ARA Baden	CoV_22310_S106746	2022-01-09	0.90298
BA.2	ATTP_3-29	ARA Baden		2022-01-09	0.0
B.1.1.7	ATTP_3-29	ARA Baden		2022-01-16	0.0
B.1.160	ATTP_3-29	ARA Baden		2022-01-16	0.0
B.1.258	ATTP_3-29	ARA Baden		2022-01-16	0.0
B.1.617.2	ATTP_3-29	ARA Baden		2022-01-16	0.0
BA.1	ATTP_3-29	ARA Baden	CoV_22698_S107035	2022-01-16	0.95083
BA.2	ATTP_3-29	ARA Baden		2022-01-16	0.0
B.1.1.7	ATTP_3-29	ARA Baden		2022-01-23	0.0
B.1.160	ATTP_3-29	ARA Baden		2022-01-23	0.0
B.1.258	ATTP_3-29	ARA Baden		2022-01-23	0.0
B.1.617.2	ATTP_3-29	ARA Baden		2022-01-23	0.0
BA.1	ATTP_3-29	ARA Baden	CoV_23195_S108031	2022-01-23	0.899554058071549
BA.2	ATTP_3-29	ARA Baden	CoV_23195_S108031	2022-01-23	0.100436032107819
B.1.1.7	ATTP_3-29	ARA Baden		2022-01-30	0.0
B.1.160	ATTP_3-29	ARA Baden		2022-01-30	0.0
B.1.258	ATTP_3-29	ARA Baden		2022-01-30	0.0
B.1.617.2	ATTP_3-29	ARA Baden		2022-01-30	0.0
BA.1	ATTP_3-29	ARA Baden	CoV_23751_S108227	2022-01-30	0.86117
BA.2	ATTP_3-29	ARA Baden	CoV_23751_S108227	2022-01-30	0.10279
B.1.1.7	ATTP_3-1022	ARA Guntramsdorf		2021-12-21	0.0
B.1.160	ATTP_3-1022	ARA Guntramsdorf		2021-12-21	0.0
B.1.258	ATTP_3-1022	ARA Guntramsdorf		2021-12-21	0.0
B.1.617.2	ATTP_3-1022	ARA Guntramsdorf	CoV_21522_S105701	2021-12-21	0.423983914418459
BA.1	ATTP_3-1022	ARA Guntramsdorf	CoV_21522_S105701	2021-12-21	0.576009578469267
BA.2	ATTP_3-1022	ARA Guntramsdorf		2021-12-21	0.0
BA.4	ATTP_3-1022	ARA Guntramsdorf		2021-12-21	0.0
B.1.1.7	ATTP_3-1022	ARA Guntramsdorf		2021-12-28	0.0
B.1.160	ATTP_3-1022	ARA Guntramsdorf		2021-12-28	0.0
B.1.258	ATTP_3-1022	ARA Guntramsdorf		2021-12-28	0.0
B.1.617.2	ATTP_3-1022	ARA Guntramsdorf	CoV_21613_S105768	2021-12-28	0.84604
BA.1	ATTP_3-1022	ARA Guntramsdorf		2021-12-28	0.0
BA.2	ATTP_3-1022	ARA Guntramsdorf		2021-12-28	0.0
BA.4	ATTP_3-1022	ARA Guntramsdorf		2021-12-28	0.0
B.1.1.7	ATTP_3-1022	ARA Guntramsdorf		2022-01-04	0.0
B.1.160	ATTP_3-1022	ARA Guntramsdorf		2022-01-04	0.0
B.1.258	ATTP_3-1022	ARA Guntramsdorf		2022-01-04	0.0
B.1.617.2	ATTP_3-1022	ARA Guntramsdorf	CoV_21899_S106297	2022-01-04	0.438617184190805
BA.1	ATTP_3-1022	ARA Guntramsdorf	CoV_21899_S106297	2022-01-04	0.56137629924082
BA.2	ATTP_3-1022	ARA Guntramsdorf		2022-01-04	0.0
BA.4	ATTP_3-1022	ARA Guntramsdorf		2022-01-04	0.0
B.1.1.7	ATTP_3-1022	ARA Guntramsdorf		2022-01-18	0.0
B.1.160	ATTP_3-1022	ARA Guntramsdorf		2022-01-18	0.0
B.1.258	ATTP_3-1022	ARA Guntramsdorf		2022-01-18	0.0
B.1.617.2	ATTP_3-1022	ARA Guntramsdorf		2022-01-18	0.0
BA.1	ATTP_3-1022	ARA Guntramsdorf	CoV_22767_S107103	2022-01-18	0.96399
BA.2	ATTP_3-1022	ARA Guntramsdorf		2022-01-18	0.0
BA.4	ATTP_3-1022	ARA Guntramsdorf		2022-01-18	0.0
B.1.1.7	ATTP_3-1022	ARA Guntramsdorf		2022-01-25	0.0
B.1.160	ATTP_3-1022	ARA Guntramsdorf		2022-01-25	0.0
B.1.258	ATTP_3-1022	ARA Guntramsdorf		2022-01-25	0.0
B.1.617.2	ATTP_3-1022	ARA Guntramsdorf		2022-01-25	0.0
BA.1	ATTP_3-1022	ARA Guntramsdorf	CoV_23262_S108075	2022-01-25	0.89338
BA.2	ATTP_3-1022	ARA Guntramsdorf	CoV_23262_S108075	2022-01-25	0.099485
BA.4	ATTP_3-1022	ARA Guntramsdorf		2022-01-25	0.0
B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-12	0.0
B.1.160	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-12	0.0
B.1.258	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-12	0.0
B.1.351	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-12	0.0
B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_21340_S105607	2021-12-12	0.99301
BA.1	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-12	0.0
BA.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-12	0.0
BA.5	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-12	0.0
B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-13	0.0
B.1.160	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-13	0.0
B.1.258	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-13	0.0
B.1.351	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-13	0.0
B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_21447_S105452	2021-12-13	0.98684
BA.1	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-13	0.0
BA.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-13	0.0
BA.5	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-13	0.0
B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-19	0.0
B.1.160	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-19	0.0
B.1.258	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-19	0.0
B.1.351	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-19	0.0
B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22278_S106730	2021-12-19	0.93333
BA.1	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-19	0.0
BA.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-19	0.0
BA.5	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-19	0.0
B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-26	0.0
B.1.160	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-26	0.0
B.1.258	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-26	0.0
B.1.351	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-26	0.0
B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22281_S106766	2021-12-26	0.496595926114404
BA.1	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22281_S106766	2021-12-26	0.503397196968655
BA.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-26	0.0
BA.5	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2021-12-26	0.0
B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-02	0.0
B.1.160	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-02	0.0
B.1.258	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-02	0.0
B.1.351	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-02	0.0
B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22284_S106717	2022-01-02	0.226862531603521
BA.1	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22284_S106717	2022-01-02	0.773128241091037
BA.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-02	0.0
BA.5	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-02	0.0
B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-09	0.0
B.1.160	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-09	0.0
B.1.258	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-09	0.0
B.1.351	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-09	0.0
B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22287_S106753	2022-01-09	0.064167
BA.1	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22287_S106753	2022-01-09	0.90969
BA.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-09	0.0
BA.5	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-09	0.0
B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-16	0.0
B.1.160	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-16	0.0
B.1.258	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-16	0.0
B.1.351	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-16	0.0
B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22658_S107333	2022-01-16	0.0488629790831011
BA.1	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22658_S107333	2022-01-16	0.841239715419851
BA.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_22658_S107333	2022-01-16	0.109887384281421
BA.5	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-16	0.0
B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-19	0.0
B.1.160	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-19	0.0
B.1.258	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-19	0.0
B.1.351	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-19	0.0
B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-19	0.0
BA.1	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_23130_S107910	2022-01-19	0.8026
BA.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_23130_S107910	2022-01-19	0.15692
BA.5	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-19	0.0
B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-23	0.0
B.1.160	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-23	0.0
B.1.258	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-23	0.0
B.1.351	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-23	0.0
B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-23	0.0
BA.1	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_23150_S107972	2022-01-23	0.83662
BA.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_23150_S107972	2022-01-23	0.14308
BA.5	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-23	0.0
B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-25	0.0
B.1.160	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-25	0.0
B.1.258	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-25	0.0
B.1.351	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-25	0.0
B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-25	0.0
BA.1	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_23173_S107961	2022-01-25	0.7832
BA.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_23173_S107961	2022-01-25	0.18146
BA.5	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-25	0.0
B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-30	0.0
B.1.160	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-30	0.0
B.1.258	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-30	0.0
B.1.351	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-30	0.0
B.1.617.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-30	0.0
BA.1	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_23554_S108308	2022-01-30	0.71451
BA.2	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_23554_S108308	2022-01-30	0.23592
BA.5	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass		2022-01-30	0.0
B.1.1.7	ATTP_7-7101301	Innsbruck		2021-12-12	0.0
B.1.160	ATTP_7-7101301	Innsbruck		2021-12-12	0.0
B.1.258	ATTP_7-7101301	Innsbruck		2021-12-12	0.0
B.1.617.2	ATTP_7-7101301	Innsbruck	CoV_21338_S105600	2021-12-12	0.98047
BA.1	ATTP_7-7101301	Innsbruck		2021-12-12	0.0
BA.2	ATTP_7-7101301	Innsbruck		2021-12-12	0.0
BA.5	ATTP_7-7101301	Innsbruck		2021-12-12	0.0
B.1.1.7	ATTP_7-7101301	Innsbruck		2021-12-19	0.0
B.1.160	ATTP_7-7101301	Innsbruck		2021-12-19	0.0
B.1.258	ATTP_7-7101301	Innsbruck		2021-12-19	0.0
B.1.617.2	ATTP_7-7101301	Innsbruck	CoV_22276_S106694	2021-12-19	0.882732018940703
BA.1	ATTP_7-7101301	Innsbruck	CoV_22276_S106694	2021-12-19	0.117258641462207
BA.2	ATTP_7-7101301	Innsbruck		2021-12-19	0.0
BA.5	ATTP_7-7101301	Innsbruck		2021-12-19	0.0
B.1.1.7	ATTP_7-7101301	Innsbruck		2021-12-26	0.0
B.1.160	ATTP_7-7101301	Innsbruck		2021-12-26	0.0
B.1.258	ATTP_7-7101301	Innsbruck		2021-12-26	0.0
B.1.617.2	ATTP_7-7101301	Innsbruck	CoV_22279_S106742	2021-12-26	0.713105395175719
BA.1	ATTP_7-7101301	Innsbruck	CoV_22279_S106742	2021-12-26	0.286885614363161
BA.2	ATTP_7-7101301	Innsbruck		2021-12-26	0.0
BA.5	ATTP_7-7101301	Innsbruck		2021-12-26	0.0
B.1.1.7	ATTP_7-7101301	Innsbruck		2022-01-02	0.0
B.1.160	ATTP_7-7101301	Innsbruck		2022-01-02	0.0
B.1.258	ATTP_7-7101301	Innsbruck		2022-01-02	0.0
B.1.617.2	ATTP_7-7101301	Innsbruck	CoV_22282_S106778	2022-01-02	0.474991589484453
BA.1	ATTP_7-7101301	Innsbruck	CoV_22282_S106778	2022-01-02	0.52500154478857
BA.2	ATTP_7-7101301	Innsbruck		2022-01-02	0.0
BA.5	ATTP_7-7101301	Innsbruck		2022-01-02	0.0
B.1.1.7	ATTP_7-7101301	Innsbruck		2022-01-09	0.0
B.1.160	ATTP_7-7101301	Innsbruck		2022-01-09	0.0
B.1.258	ATTP_7-7101301	Innsbruck		2022-01-09	0.0
B.1.617.2	ATTP_7-7101301	Innsbruck	CoV_22285_S106729	2022-01-09	0.19868
BA.1	ATTP_7-7101301	Innsbruck	CoV_22285_S106729	2022-01-09	0.75699
BA.2	ATTP_7-7101301	Innsbruck		2022-01-09	0.0
BA.5	ATTP_7-7101301	Innsbruck		2022-01-09	0.0
B.1.1.7	ATTP_7-7101301	Innsbruck		2022-01-16	0.0
B.1.160	ATTP_7-7101301	Innsbruck		2022-01-16	0.0
B.1.258	ATTP_7-7101301	Innsbruck		2022-01-16	0.0
B.1.617.2	ATTP_7-7101301	Innsbruck	CoV_22657_S107022	2022-01-16	0.075809
BA.1	ATTP_7-7101301	Innsbruck	CoV_22657_S107022	2022-01-16	0.85774
BA.2	ATTP_7-7101301	Innsbruck		2022-01-16	0.0
BA.5	ATTP_7-7101301	Innsbruck		2022-01-16	0.0
B.1.1.7	ATTP_7-7101301	Innsbruck		2022-01-19	0.0
B.1.160	ATTP_7-7101301	Innsbruck		2022-01-19	0.0
B.1.258	ATTP_7-7101301	Innsbruck		2022-01-19	0.0
B.1.617.2	ATTP_7-7101301	Innsbruck	CoV_23129_S107886	2022-01-19	0.041716
BA.1	ATTP_7-7101301	Innsbruck	CoV_23129_S107886	2022-01-19	0.89591
BA.2	ATTP_7-7101301	Innsbruck	CoV_23129_S107886	2022-01-19	0.056001
BA.5	ATTP_7-7101301	Innsbruck		2022-01-19	0.0
B.1.1.7	ATTP_7-7101301	Innsbruck		2022-01-23	0.0
B.1.160	ATTP_7-7101301	Innsbruck		2022-01-23	0.0
B.1.258	ATTP_7-7101301	Innsbruck		2022-01-23	0.0
B.1.617.2	ATTP_7-7101301	Innsbruck		2022-01-23	0.0
BA.1	ATTP_7-7101301	Innsbruck	CoV_23149_S107960	2022-01-23	0.84906
BA.2	ATTP_7-7101301	Innsbruck	CoV_23149_S107960	2022-01-23	0.10902
BA.5	ATTP_7-7101301	Innsbruck		2022-01-23	0.0
B.1.1.7	ATTP_7-7101301	Innsbruck		2022-01-25	0.0
B.1.160	ATTP_7-7101301	Innsbruck		2022-01-25	0.0
B.1.258	ATTP_7-7101301	Innsbruck		2022-01-25	0.0
B.1.617.2	ATTP_7-7101301	Innsbruck		2022-01-25	0.0
BA.1	ATTP_7-7101301	Innsbruck	CoV_23172_S107949	2022-01-25	0.81762
BA.2	ATTP_7-7101301	Innsbruck	CoV_23172_S107949	2022-01-25	0.15093
BA.5	ATTP_7-7101301	Innsbruck		2022-01-25	0.0
B.1.1.7	ATTP_7-7101301	Innsbruck		2022-01-30	0.0
B.1.160	ATTP_7-7101301	Innsbruck		2022-01-30	0.0
B.1.258	ATTP_7-7101301	Innsbruck		2022-01-30	0.0
B.1.617.2	ATTP_7-7101301	Innsbruck		2022-01-30	0.0
BA.1	ATTP_7-7101301	Innsbruck	CoV_23553_S108296	2022-01-30	0.7998
BA.2	ATTP_7-7101301	Innsbruck	CoV_23553_S108296	2022-01-30	0.15588
BA.5	ATTP_7-7101301	Innsbruck		2022-01-30	0.0
B.1.1.7	ATTP_3-449	ARA AWV Wr. Neustadt-Süd		2021-12-05	0.0
B.1.160	ATTP_3-449	ARA AWV Wr. Neustadt-Süd		2021-12-05	0.0
B.1.258	ATTP_3-449	ARA AWV Wr. Neustadt-Süd		2021-12-05	0.0
B.1.617.2	ATTP_3-449	ARA AWV Wr. Neustadt-Süd	CoV_21229_S104843	2021-12-05	0.99441
BA.1	ATTP_3-449	ARA AWV Wr. Neustadt-Süd		2021-12-05	0.0
BA.2	ATTP_3-449	ARA AWV Wr. Neustadt-Süd		2021-12-05	0.0
BA.5	ATTP_3-449	ARA AWV Wr. Neustadt-Süd		2021-12-05	0.0
B.1.1.7	ATTP_3-449	ARA AWV Wr. Neustadt-Süd		2021-12-12	0.0
B.1.160	ATTP_3-449	ARA AWV Wr. Neustadt-Süd		2021-12-12	0.0
B.1.258	ATTP_3-449	ARA AWV Wr. Neustadt-Süd		2021-12-12	0.0
B.1.617.2	ATTP_3-449	ARA AWV Wr. Neustadt-Süd	CoV_21370_S105507	2021-12-12	0.98977
BA.1	ATTP_3-449	ARA AWV Wr. Neustadt-Süd		2021-12-12	0.0
