variant	LocationID	LocationName	sample_id	sample_date	value
BA.1	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_21545_S105699	2021-12-26	0.270530378696822
BA.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2021-12-26	0.0
B.1.617.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_21849_S105980	2022-01-02	0.533140952107829
BA.1	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_21849_S105980	2022-01-02	0.46685008603384
BA.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-02	0.0
B.1.617.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_22308_S106722	2022-01-09	0.28166
BA.1	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_22308_S106722	2022-01-09	0.6031
BA.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-09	0.0
B.1.617.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_22666_S107336	2022-01-16	0.11259
BA.1	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_22666_S107336	2022-01-16	0.85439
BA.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-16	0.0
B.1.617.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_22696_S107108	2022-01-16	0.088304
BA.1	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_22696_S107108	2022-01-16	0.87521
BA.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-16	0.0
B.1.617.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_23139_S107933	2022-01-19	0.079522
BA.1	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_23139_S107933	2022-01-19	0.89687
BA.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-19	0.0
B.1.617.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-23	0.0
BA.1	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_23156_S107947	2022-01-23	0.97514
BA.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-23	0.0
B.1.617.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-23	0.0
BA.1	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_23193_S108007	2022-01-23	0.97454
BA.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-23	0.0
B.1.617.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-26	0.0
BA.1	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_23536_S108282	2022-01-26	0.95712
BA.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-26	0.0
B.1.617.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-30	0.0
BA.1	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_23542_S108354	2022-01-30	0.96429
BA.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-30	0.0
B.1.617.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-30	0.0
BA.1	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	CoV_23749_S108203	2022-01-30	0.96156
BA.2	ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See		2022-01-30	0.0
B.1.617.2	ATTP_8-Meiningen	Meiningen	CoV_21270_S104859	2021-12-04	0.99204
BA.1	ATTP_8-Meiningen	Meiningen		2021-12-04	0.0
BA.2	ATTP_8-Meiningen	Meiningen		2021-12-04	0.0
B.1.617.2	ATTP_8-Meiningen	Meiningen	CoV_21409_S105469	2021-12-12	0.98892
BA.1	ATTP_8-Meiningen	Meiningen		2021-12-12	0.0
BA.2	ATTP_8-Meiningen	Meiningen		2021-12-12	0.0
B.1.617.2	ATTP_8-Meiningen	Meiningen	CoV_21491_S105577	2021-12-18	0.9552
BA.1	ATTP_8-Meiningen	Meiningen		2021-12-18	0.0
BA.2	ATTP_8-Meiningen	Meiningen		2021-12-18	0.0
B.1.617.2	ATTP_8-Meiningen	Meiningen	CoV_21580_S105781	2021-12-26	0.803206213282883
BA.1	ATTP_8-Meiningen	Meiningen	CoV_21580_S105781	2021-12-26	0.196783829533008
BA.2	ATTP_8-Meiningen	Meiningen		2021-12-26	0.0
B.1.617.2	ATTP_8-Meiningen	Meiningen	CoV_21876_S106308	2022-01-01	0.762979616306954
BA.1	ATTP_8-Meiningen	Meiningen	CoV_21876_S106308	2022-01-01	0.237010391686651
BA.2	ATTP_8-Meiningen	Meiningen		2022-01-01	0.0
B.1.617.2	ATTP_8-Meiningen	Meiningen	CoV_22343_S106762	2022-01-09	0.338900399211683
BA.1	ATTP_8-Meiningen	Meiningen	CoV_22343_S106762	2022-01-09	0.661091178600906
BA.2	ATTP_8-Meiningen	Meiningen		2022-01-09	0.0
B.1.617.2	ATTP_8-Meiningen	Meiningen	CoV_22730_S107039	2022-01-15	0.215371887803341
BA.1	ATTP_8-Meiningen	Meiningen	CoV_22730_S107039	2022-01-15	0.784618263473054
BA.2	ATTP_8-Meiningen	Meiningen		2022-01-15	0.0
B.1.617.2	ATTP_8-Meiningen	Meiningen	CoV_23227_S108035	2022-01-23	0.0675515132629611
BA.1	ATTP_8-Meiningen	Meiningen	CoV_23227_S108035	2022-01-23	0.829821212947454
BA.2	ATTP_8-Meiningen	Meiningen	CoV_23227_S108035	2022-01-23	0.102617535932692
B.1.617.2	ATTP_8-Meiningen	Meiningen		2022-01-29	0.0
BA.1	ATTP_8-Meiningen	Meiningen	CoV_23784_S108243	2022-01-29	0.74283
BA.2	ATTP_8-Meiningen	Meiningen	CoV_23784_S108243	2022-01-29	0.19986
B.1.617.2	ATTP_8-Ludesch	Ludesch	CoV_21274_S105031	2021-12-04	0.9842
BA.1	ATTP_8-Ludesch	Ludesch		2021-12-04	0.0
BA.2	ATTP_8-Ludesch	Ludesch		2021-12-04	0.0
B.1.617.2	ATTP_8-Ludesch	Ludesch	CoV_21413_S105545	2021-12-12	0.99343
BA.1	ATTP_8-Ludesch	Ludesch		2021-12-12	0.0
BA.2	ATTP_8-Ludesch	Ludesch		2021-12-12	0.0
B.1.617.2	ATTP_8-Ludesch	Ludesch	CoV_21495_S105739	2021-12-18	0.94788
BA.1	ATTP_8-Ludesch	Ludesch		2021-12-18	0.0
BA.2	ATTP_8-Ludesch	Ludesch		2021-12-18	0.0
B.1.617.2	ATTP_8-Ludesch	Ludesch	CoV_21584_S105694	2021-12-26	0.642047245598785
BA.1	ATTP_8-Ludesch	Ludesch	CoV_21584_S105694	2021-12-26	0.357943202116786
BA.2	ATTP_8-Ludesch	Ludesch		2021-12-26	0.0
B.1.617.2	ATTP_8-Ludesch	Ludesch	CoV_21880_S105972	2022-01-01	0.61756
BA.1	ATTP_8-Ludesch	Ludesch	CoV_21880_S105972	2022-01-01	0.31612
BA.2	ATTP_8-Ludesch	Ludesch		2022-01-01	0.0
B.1.617.2	ATTP_8-Ludesch	Ludesch		2022-01-23	0.0
BA.1	ATTP_8-Ludesch	Ludesch	CoV_23231_S107990	2022-01-23	0.90835
BA.2	ATTP_8-Ludesch	Ludesch		2022-01-23	0.0
B.1.617.2	ATTP_8-Ludesch	Ludesch		2022-01-29	0.0
BA.1	ATTP_8-Ludesch	Ludesch	CoV_23788_S108198	2022-01-29	0.90411
BA.2	ATTP_8-Ludesch	Ludesch		2022-01-29	0.0
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_21215_S104841	2021-12-05	0.99488
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2021-12-05	0.0
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2021-12-05	0.0
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_21356_S105505	2021-12-12	0.99483
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2021-12-12	0.0
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2021-12-12	0.0
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_21455_S105746	2021-12-19	0.9898
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2021-12-19	0.0
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2021-12-19	0.0
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_21525_S105788	2021-12-26	0.93991
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2021-12-26	0.0
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2021-12-26	0.0
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_21829_S106290	2022-01-02	0.511934210774779
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_21829_S106290	2022-01-02	0.488056347602772
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2022-01-02	0.0
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_22288_S106765	2022-01-09	0.187494489777926
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_22288_S106765	2022-01-09	0.81249571427172
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2022-01-09	0.0
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_22660_S107357	2022-01-16	0.12118
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_22660_S107357	2022-01-16	0.80063
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2022-01-16	0.0
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_22676_S107034	2022-01-16	0.10977
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_22676_S107034	2022-01-16	0.79975
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2022-01-16	0.0
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_23132_S107934	2022-01-18	0.069083
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_23132_S107934	2022-01-18	0.85171
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2022-01-18	0.0
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2022-01-23	0.0
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_23169_S107913	2022-01-23	0.93683
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_23169_S107913	2022-01-23	0.055087
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2022-01-23	0.0
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_23175_S108066	2022-01-23	0.93029
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2022-01-23	0.0
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_23528_S108279	2022-01-25	0.0834243317227865
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_23528_S108279	2022-01-25	0.916565695850972
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2022-01-25	0.0
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_23559_S108271	2022-01-30	0.0483723459475493
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_23559_S108271	2022-01-30	0.846647057369553
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_23559_S108271	2022-01-30	0.104970709642336
B.1.617.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal		2022-01-30	0.0
BA.1	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_23647_S108177	2022-01-30	0.85322
BA.2	ATTP_1-00000074	EMREG_BE_Wasserverband Wulkatal	CoV_23647_S108177	2022-01-30	0.1068
B.1.617.2	ATTP_2-K1950736	Stadtgemeinde Ferlach	CoV_21284_S104996	2021-12-05	0.98544
BA.1	ATTP_2-K1950736	Stadtgemeinde Ferlach		2021-12-05	0.0
BA.2	ATTP_2-K1950736	Stadtgemeinde Ferlach		2021-12-05	0.0
B.1.617.2	ATTP_2-K1950736	Stadtgemeinde Ferlach	CoV_21450_S105558	2021-12-07	0.98613
BA.1	ATTP_2-K1950736	Stadtgemeinde Ferlach		2021-12-07	0.0
BA.2	ATTP_2-K1950736	Stadtgemeinde Ferlach		2021-12-07	0.0
B.1.617.2	ATTP_2-K1950736	Stadtgemeinde Ferlach	CoV_21887_S105959	2022-01-02	0.88287
BA.1	ATTP_2-K1950736	Stadtgemeinde Ferlach	CoV_21887_S105959	2022-01-02	0.11218
BA.2	ATTP_2-K1950736	Stadtgemeinde Ferlach		2022-01-02	0.0
B.1.617.2	ATTP_2-K1950736	Stadtgemeinde Ferlach	CoV_22746_S107041	2022-01-16	0.155373478057419
BA.1	ATTP_2-K1950736	Stadtgemeinde Ferlach	CoV_22746_S107041	2022-01-16	0.844617346704713
BA.2	ATTP_2-K1950736	Stadtgemeinde Ferlach		2022-01-16	0.0
B.1.617.2	ATTP_2-K1950736	Stadtgemeinde Ferlach		2022-01-30	0.0
BA.1	ATTP_2-K1950736	Stadtgemeinde Ferlach	CoV_23797_S108209	2022-01-30	0.96422
BA.2	ATTP_2-K1950736	Stadtgemeinde Ferlach	CoV_23797_S108209	2022-01-30	0.035271
B.1.1.7	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2021-12-05	0.0
B.1.617.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_21227_S105054	2021-12-05	0.99588
BA.1	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2021-12-05	0.0
BA.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2021-12-05	0.0
B.1.1.7	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2021-12-07	0.0
B.1.617.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_21368_S105453	2021-12-07	0.99538
BA.1	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2021-12-07	0.0
BA.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2021-12-07	0.0
B.1.1.7	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2021-12-21	0.0
B.1.617.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_21537_S105700	2021-12-21	0.871427196612453
BA.1	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_21537_S105700	2021-12-21	0.128563179674719
BA.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2021-12-21	0.0
B.1.1.7	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2022-01-02	0.0
B.1.617.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_21841_S105977	2022-01-02	0.86961
BA.1	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2022-01-02	0.0
BA.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2022-01-02	0.0
B.1.1.7	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2022-01-09	0.0
B.1.617.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_22300_S106719	2022-01-09	0.277469551538672
BA.1	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_22300_S106719	2022-01-09	0.722521028983732
BA.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2022-01-09	0.0
B.1.1.7	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2022-01-16	0.0
B.1.617.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_22688_S107105	2022-01-16	0.088948008987642
BA.1	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_22688_S107105	2022-01-16	0.911042238796654
BA.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2022-01-16	0.0
B.1.1.7	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2022-01-23	0.0
B.1.617.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_23187_S108032	2022-01-23	0.128489294210944
BA.1	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_23187_S108032	2022-01-23	0.871500793021412
BA.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2022-01-23	0.0
B.1.1.7	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2022-01-30	0.0
B.1.617.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2022-01-30	0.0
BA.1	ATTP_2-K1822227R0	Wasserverband Unteres Drautal	CoV_23743_S108228	2022-01-30	0.95792
BA.2	ATTP_2-K1822227R0	Wasserverband Unteres Drautal		2022-01-30	0.0
B.1.1.7	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2021-12-05	0.0
B.1.617.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan	CoV_21225_S104827	2021-12-05	0.99586
BA.1	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2021-12-05	0.0
BA.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2021-12-05	0.0
B.1.1.7	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2021-12-07	0.0
B.1.617.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan	CoV_21366_S105555	2021-12-07	0.99565
BA.1	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2021-12-07	0.0
BA.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2021-12-07	0.0
B.1.1.7	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2022-01-02	0.0
B.1.617.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan	CoV_21839_S105953	2022-01-02	0.351384437842601
BA.1	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan	CoV_21839_S105953	2022-01-02	0.648607764704048
BA.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2022-01-02	0.0
B.1.1.7	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2022-01-09	0.0
B.1.617.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan	CoV_22298_S106695	2022-01-09	0.293297587131367
BA.1	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan	CoV_22298_S106695	2022-01-09	0.706693901868165
BA.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2022-01-09	0.0
B.1.1.7	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2022-01-16	0.0
B.1.617.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan	CoV_22686_S107081	2022-01-16	0.169905303030303
BA.1	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan	CoV_22686_S107081	2022-01-16	0.830085227272727
BA.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2022-01-16	0.0
B.1.1.7	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2022-01-23	0.0
B.1.617.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2022-01-23	0.0
BA.1	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan	CoV_23185_S108008	2022-01-23	0.94501
BA.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2022-01-23	0.0
B.1.1.7	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2022-01-30	0.0
B.1.617.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2022-01-30	0.0
BA.1	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan	CoV_23741_S108204	2022-01-30	0.96134
BA.2	ATTP_2-K1610676R0	Reinhalteverband für das Gebiet St. Veit/Glan		2022-01-30	0.0
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2021-12-05	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See	CoV_21222_S104861	2021-12-05	0.99543
BA.1	ATTP_2-K1949374	WV Millstätter See		2021-12-05	0.0
BA.2	ATTP_2-K1949374	WV Millstätter See		2021-12-05	0.0
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2021-12-07	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See	CoV_21363_S105509	2021-12-07	0.99483
BA.1	ATTP_2-K1949374	WV Millstätter See		2021-12-07	0.0
BA.2	ATTP_2-K1949374	WV Millstätter See		2021-12-07	0.0
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2021-12-21	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See	CoV_21532_S105787	2021-12-21	0.9934
BA.1	ATTP_2-K1949374	WV Millstätter See		2021-12-21	0.0
BA.2	ATTP_2-K1949374	WV Millstätter See		2021-12-21	0.0
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2022-01-02	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See	CoV_21836_S106301	2022-01-02	0.47727
BA.1	ATTP_2-K1949374	WV Millstätter See	CoV_21836_S106301	2022-01-02	0.50236
BA.2	ATTP_2-K1949374	WV Millstätter See		2022-01-02	0.0
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2022-01-09	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See	CoV_22295_S106756	2022-01-09	0.17854
BA.1	ATTP_2-K1949374	WV Millstätter See	CoV_22295_S106756	2022-01-09	0.80052
BA.2	ATTP_2-K1949374	WV Millstätter See		2022-01-09	0.0
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2022-01-16	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See	CoV_22661_S106985	2022-01-16	0.04881
BA.1	ATTP_2-K1949374	WV Millstätter See	CoV_22661_S106985	2022-01-16	0.94426
BA.2	ATTP_2-K1949374	WV Millstätter See		2022-01-16	0.0
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2022-01-16	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See	CoV_22683_S107045	2022-01-16	0.040696
BA.1	ATTP_2-K1949374	WV Millstätter See	CoV_22683_S107045	2022-01-16	0.95223
BA.2	ATTP_2-K1949374	WV Millstätter See		2022-01-16	0.0
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2022-01-18	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See		2022-01-18	0.0
BA.1	ATTP_2-K1949374	WV Millstätter See	CoV_23134_S107958	2022-01-18	0.95792
BA.2	ATTP_2-K1949374	WV Millstätter See		2022-01-18	0.0
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2022-01-23	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See	CoV_23152_S107899	2022-01-23	0.035989
BA.1	ATTP_2-K1949374	WV Millstätter See	CoV_23152_S107899	2022-01-23	0.9054
BA.2	ATTP_2-K1949374	WV Millstätter See	CoV_23152_S107899	2022-01-23	0.057579
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2022-01-23	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See	CoV_23182_S108065	2022-01-23	0.038932
BA.1	ATTP_2-K1949374	WV Millstätter See	CoV_23182_S108065	2022-01-23	0.88964
BA.2	ATTP_2-K1949374	WV Millstätter See	CoV_23182_S108065	2022-01-23	0.060757
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2022-01-25	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See	CoV_23520_S108280	2022-01-25	0.051792
BA.1	ATTP_2-K1949374	WV Millstätter See	CoV_23520_S108280	2022-01-25	0.92428
BA.2	ATTP_2-K1949374	WV Millstätter See		2022-01-25	0.0
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2022-01-30	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See		2022-01-30	0.0
BA.1	ATTP_2-K1949374	WV Millstätter See	CoV_23538_S108306	2022-01-30	0.87569
BA.2	ATTP_2-K1949374	WV Millstätter See	CoV_23538_S108306	2022-01-30	0.088889
B.1.1.7	ATTP_2-K1949374	WV Millstätter See		2022-01-30	0.0
B.1.617.2	ATTP_2-K1949374	WV Millstätter See		2022-01-30	0.0
BA.1	ATTP_2-K1949374	WV Millstätter See	CoV_23738_S108168	2022-01-30	0.87612
BA.2	ATTP_2-K1949374	WV Millstätter See	CoV_23738_S108168	2022-01-30	0.091179
B.1.1.7	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2021-12-05	0.0
B.1.617.2	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""	CoV_21223_S104804	2021-12-05	0.9865
BA.1	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2021-12-05	0.0
BA.2	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2021-12-05	0.0
B.1.1.7	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2021-12-07	0.0
B.1.617.2	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""	CoV_21364_S105532	2021-12-07	0.98944
BA.1	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2021-12-07	0.0
BA.2	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2021-12-07	0.0
B.1.1.7	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2021-12-21	0.0
B.1.617.2	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""	CoV_21533_S105774	2021-12-21	0.99475
BA.1	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2021-12-21	0.0
BA.2	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2021-12-21	0.0
B.1.1.7	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2022-01-02	0.0
B.1.617.2	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""	CoV_21837_S106313	2022-01-02	0.90542
BA.1	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2022-01-02	0.0
BA.2	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2022-01-02	0.0
B.1.1.7	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""		2022-01-09	0.0
B.1.617.2	ATTP_2-K1702940R0	"Reinhalteverband """"Mittleres Lavanttal"""""	CoV_22296_S106768	2022-01-09	0.347482866267179
