sampleDate	variant	LocationID_coronA	LocationName_coronA	sample_id	sample_date	value	week	year	kw
2021-03-29	B.1.1.7	ATTP_3-119	ARA GAV Raum Krems an der Donau	CoV_6957_S82217	2021-03-29	0.98083	13	2021	13/2021
2021-03-29	B.1.1.7	ATTP_3-47	ARA AV An der Traisen	CoV_6953_S82307	2021-03-29	0.99518	13	2021	13/2021
2021-03-29	B.1.351	ATTP_3-458	ARA Zwettl	CoV_6960_S82315	2021-03-29	0.386253202579733	13	2021	13/2021
2021-03-29	B.1.1.7	ATTP_3-458	ARA Zwettl	CoV_6960_S82315	2021-03-29	0.613739435168007	13	2021	13/2021
2021-03-29	B.1.1.7	ATTP_3-425	ARA GAV Erlauftal	CoV_6954_S82288	2021-03-29	0.96263	13	2021	13/2021
2021-03-29	B.1.1.7	ATTP_3-369	ARA AV Gölsental	CoV_6950_S82333	2021-03-29	0.892628131411171	13	2021	13/2021
2021-03-29	B.1.258	ATTP_3-369	ARA AV Gölsental	CoV_6950_S82333	2021-03-29	0.107362668702908	13	2021	13/2021
2021-03-29	B.1.1.7	ATTP_3-330	ARA GV Horn für Abwasserbeseitigung	CoV_6956_S82230	2021-03-29	0.99707	13	2021	13/2021
2021-03-29	B.1.1.7	ATTP_3-1127	ARA Abwasserreinigung im Waldviertel GmbH	CoV_6959_S82319	2021-03-29	0.94517	13	2021	13/2021
2021-03-29	B.1.1.7	ATTP_3-55	ARA Wiental - Sammelkanal GmbH	CoV_6952_S82310	2021-03-29	0.97049	13	2021	13/2021
2021-03-29	B.1.1.7	ATTP_3-104	ARA GAV Amstetten	CoV_6949_S82224	2021-03-29	0.99347	13	2021	13/2021
2021-03-30	B.1.1.7	ATTP_3-10	ARA Hollabrunn	CoV_6963_S82160	2021-03-30	0.99196	13	2021	13/2021
2021-03-30	B.1.1.7	ATTP_3-132	ARA AV Raum Korneuburg	CoV_6964_S82229	2021-03-30	0.98066	13	2021	13/2021
2021-03-30	B.1.1.7	ATTP_3-134	ARA GAV Marchfeld	CoV_6962_S82289	2021-03-30	0.99688	13	2021	13/2021
2021-03-30	B.1.1.7	ATTP_3-244	ARA GAV Unteres Zayatal	CoV_6961_S82294	2021-03-30	0.841581516265377	13	2021	13/2021
2021-03-30	B.1.525	ATTP_3-244	ARA GAV Unteres Zayatal	CoV_6961_S82294	2021-03-30	0.158409875437947	13	2021	13/2021
2021-03-30	B.1.1.7	ATTP_3-32	ARA Klosterneuburg	CoV_6966_S82339	2021-03-30	0.98707	13	2021	13/2021
2021-03-30	B.1.1.7	ATTP_7-7513103	Kufstein	CoV_6987_S83094	2021-03-30	0.91125	13	2021	13/2021
2021-03-30	B.1.1.7	ATTP_3-1050	ARA GAV Laaer Becken	CoV_6965_S82218	2021-03-30	0.9968	13	2021	13/2021
2021-03-30	B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_6993_S83088	2021-03-30	0.88851	13	2021	13/2021
2021-03-30	B.1.1.7	ATTP_7-7513103	Kufstein	CoV_6994_S83084	2021-03-30	0.91133	13	2021	13/2021
2021-03-31	B.1.1.7	ATTP_3-11	ARA AWV Schwechat	CoV_6967_S82320	2021-03-31	0.98728	13	2021	13/2021
2021-03-31	B.1.1.7	ATTP_7-7101301	Innsbruck	CoV_6992_S83075	2021-03-31	0.99476	13	2021	13/2021
2021-03-31	B.1.1.7	ATTP_3-449	ARA AWV Wr. Neustadt-Süd	CoV_6972_S82232	2021-03-31	0.9931	13	2021	13/2021
2021-03-31	B.1.1.7	ATTP_3-34	ARA GV Abwasserbeseitigung Raum Bad Vöslau	CoV_6968_S82316	2021-03-31	0.94982	13	2021	13/2021
2021-03-31	B.1.1.7	ATTP_3-403	ARA Mödling	CoV_6969_S82293	2021-03-31	0.99058	13	2021	13/2021
2021-03-31	B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_6978_S82291	2021-03-31	0.96522	13	2021	13/2021
2021-03-31	B.1.1.7	ATTP_3-448	ARA Piestingtaler AV	CoV_6971_S82161	2021-03-31	0.9906	13	2021	13/2021
2021-03-31	B.1.1.7	ATTP_3-713	ARA GAV Aspang - Feistritz	CoV_6970_S82290	2021-03-31	0.99266	13	2021	13/2021
2021-04-01	B.1.1.7	ATTP_4-40601002	Freistadt und Umgebung	CoV_7322_S83132	2021-04-01	0.99561	13	2021	13/2021
2021-04-01	B.1.1.7	ATTP_8-Hofsteig	EMREG_BE_Wasserverband Hofsteig	CoV_7228_S83197	2021-04-01	0.97972	13	2021	13/2021
2021-04-01	B.1.1.7	ATTP_4-41812001	Welser Heide	CoV_7320_S83117	2021-04-01	0.98787	13	2021	13/2021
2021-04-01	B.1.1.7	ATTP_1-00000010	Kläranlage Eisenstadt	CoV_7319_S83106	2021-04-01	0.9692	13	2021	13/2021
2021-04-01	R.1	ATTP_2-K1939997	ARA Stadt Villach	CoV_7212_S83195	2021-04-01	0.0895143221249552	13	2021	13/2021_1
2021-04-01	B.1.258	ATTP_2-K1939997	ARA Stadt Villach	CoV_7219_S83153	2021-04-01	0.170419117045547	13	2021	13/2021_1
2021-04-01	B.1.1.7	ATTP_2-K1939997	ARA Stadt Villach	CoV_7212_S83195	2021-04-01	0.758210546481313	13	2021	13/2021_1
2021-04-01	B.1.258	ATTP_2-K1939997	ARA Stadt Villach	CoV_7212_S83195	2021-04-01	0.152266802155607	13	2021	13/2021_1
2021-04-01	B.1.1.7	ATTP_2-K1939997	ARA Stadt Villach	CoV_7219_S83153	2021-04-01	0.829571793450103	13	2021	13/2021_1
2021-04-02	B.1.1.7	ATTP_8-Leiblachtal	Leiblachtal	CoV_7234_S83136	2021-04-02	0.996	13	2021	13/2021
2021-04-03	B.1.1.7	ATTP_2-K1931629	ARA Klagenfurt	CoV_7211_S83127	2021-04-03	0.9851	13	2021	13/2021
2021-04-03	B.1.1.7	ATTP_2-K1931629	ARA Klagenfurt	CoV_7216_S83100	2021-04-03	0.98502	13	2021	13/2021
2021-04-04	B.1.1.7	ATTP_6-M3691867R0	WV Ausseerland ARA Bad Aussee 18/375	CoV_7516_S83519	2021-04-04	0.92762	13	2021	13/2021
2021-04-04	B.1.1.7	ATTP_6-M3691867R0	WV Ausseerland ARA Bad Aussee 18/375	CoV_7504_S83566	2021-04-04	0.99825	13	2021	13/2021
2021-04-04	B.1.1.7	ATTP_6-M3691867R0	WV Ausseerland ARA Bad Aussee 18/375	CoV_7510_S83556	2021-04-04	0.93448	13	2021	13/2021
2021-04-04	B.1.1.7	ATTP_6-M3647058R0	WV Mürzverband, Gde. Kapfenberg ARA Kapfenberg Mürz IV 2/827	CoV_7517_S83538	2021-04-04	0.99158	13	2021	13/2021
2021-04-04	B.1.1.7	ATTP_6-M3489301R0	Stadtgemeinde Graz ARA Graz Gössendorf 1/316	CoV_7515_S83897	2021-04-04	0.99262	13	2021	13/2021
2021-04-05	B.1.1.7	ATTP_3-55	ARA Wiental - Sammelkanal GmbH	CoV_7295_S83101	2021-04-05	0.99189	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_7514_S83866	2021-04-06	0.89164	14	2021	14/2021
2021-04-06	R.1	ATTP_5-A1699622R154	EMREG_BE_Siggerwiesen_2	CoV_7737_S83540	2021-04-06	0.10598038789857	14	2021	14/2021
2021-04-06	B.1.525	ATTP_5-A1699622R154	EMREG_BE_Siggerwiesen_2	CoV_7737_S83540	2021-04-06	0.081321557323949	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_5-A1699622R154	EMREG_BE_Siggerwiesen_2	CoV_7737_S83540	2021-04-06	0.812688813376374	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_4-40703001	Wolfgangsee-Ischl	CoV_7766_S83868	2021-04-06	0.98255	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-713	ARA GAV Aspang - Feistritz	CoV_7313_S83116	2021-04-06	0.99526	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-448	ARA Piestingtaler AV	CoV_7314_S83129	2021-04-06	0.9956	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-449	ARA AWV Wr. Neustadt-Süd	CoV_7315_S83150	2021-04-06	0.98286	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-34	ARA GV Abwasserbeseitigung Raum Bad Vöslau	CoV_7311_S83107	2021-04-06	0.98676	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-10	ARA Hollabrunn	CoV_7306_S83130	2021-04-06	0.99509	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-403	ARA Mödling	CoV_7312_S83120	2021-04-06	0.99489	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-1050	ARA GAV Laaer Becken	CoV_7308_S83069	2021-04-06	0.99637	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-11	ARA AWV Schwechat	CoV_7310_S83078	2021-04-06	0.96228	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-132	ARA AV Raum Korneuburg	CoV_7307_S83149	2021-04-06	0.99359	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-1022	ARA Guntramsdorf	CoV_7318_S83079	2021-04-06	0.99604	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-134	ARA GAV Marchfeld	CoV_7305_S83115	2021-04-06	0.99645	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-244	ARA GAV Unteres Zayatal	CoV_7304_S83119	2021-04-06	0.9728	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-29	ARA Baden	CoV_7317_S83068	2021-04-06	0.95325	14	2021	14/2021
2021-04-06	B.1.1.7	ATTP_3-32	ARA Klosterneuburg	CoV_7309_S83065	2021-04-06	0.994	14	2021	14/2021
2021-04-07	B.1.1.7	ATTP_7-7101301	Innsbruck	CoV_7518_S83557	2021-04-07	0.99789	14	2021	14/2021
2021-04-08	B.1.1.7	ATTP_4-40702001	Hallstättersee	CoV_7767_S83895	2021-04-08	0.99838	14	2021	14/2021
2021-04-11	B.1.1.7	ATTP_3-7	ARA GV Abwasserreinigung im südlichen Waldviertel	CoV_7744_S83522	2021-04-11	0.99832	14	2021	14/2021
2021-04-11	B.1.1.7	ATTP_5-A1779244R157	EMREG_BE_Kläranlage Pfarrwerfen	CoV_7733_S83885	2021-04-11	0.99831	14	2021	14/2021
2021-04-11	B.1.1.7	ATTP_5-A1844668R161	ARA Zeller Becken	CoV_7740_S83570	2021-04-11	0.95115	14	2021	14/2021
2021-04-11	B.1.1.7	ATTP_6-M3647058R0	WV Mürzverband, Gde. Kapfenberg ARA Kapfenberg Mürz IV 2/827	CoV_8137_S84139	2021-04-11	0.98721	14	2021	14/2021
2021-04-11	B.1.1.7	ATTP_6-M3691867R0	WV Ausseerland ARA Bad Aussee 18/375	CoV_8136_S84162	2021-04-11	0.92876	14	2021	14/2021
2021-04-11	B.1.1.7	Liechtenstein	Liechtenstein	CoV_7731_S83550	2021-04-11	0.9479	14	2021	14/2021
2021-04-12	B.1.1.7	ATTP_3-244	ARA GAV Unteres Zayatal	CoV_7754_S83561	2021-04-12	0.96836	15	2021	15/2021
2021-04-12	B.1.1.7	ATTP_2-K1949430	Abwasserverband Karnische Region	CoV_8158_S84171	2021-04-12	0.90719	15	2021	15/2021
2021-04-12	B.1.1.7	ATTP_3-32	ARA Klosterneuburg	CoV_7759_S83875	2021-04-12	0.9929	15	2021	15/2021
2021-04-12	B.1.1.7	ATTP_3-132	ARA AV Raum Korneuburg	CoV_7757_S83882	2021-04-12	0.9976	15	2021	15/2021
2021-04-12	B.1.1.7	ATTP_3-10	ARA Hollabrunn	CoV_7756_S83568	2021-04-12	0.99765	15	2021	15/2021
2021-04-12	B.1.1.7	ATTP_3-1050	ARA GAV Laaer Becken	CoV_7758_S83863	2021-04-12	0.99125	15	2021	15/2021
2021-04-12	B.1.1.7	ATTP_5-A1836862R161	ARA Saalachtal-Saalfelden	CoV_7734_S83864	2021-04-12	0.9972	15	2021	15/2021
2021-04-13	B.1.1.7	ATTP_3-11	ARA AWV Schwechat	CoV_7760_S83516	2021-04-13	0.772743702998404	15	2021	15/2021
2021-04-13	B.1.1.318	ATTP_3-11	ARA AWV Schwechat	CoV_7760_S83516	2021-04-13	0.22724748075855	15	2021	15/2021
2021-04-13	B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_8146_S84127	2021-04-13	0.83348	15	2021	15/2021
2021-04-13	B.1.1.7	ATTP_7-7513103	Kufstein	CoV_8145_S84140	2021-04-13	0.99145	15	2021	15/2021
2021-04-13	B.1.1.7	ATTP_4-40703001	Wolfgangsee-Ischl	CoV_8199_S84113	2021-04-13	0.99398	15	2021	15/2021
2021-04-13	B.1.1.7	ATTP_5-A1699622R154	EMREG_BE_Siggerwiesen_2	CoV_7738_S83563	2021-04-13	0.97948	15	2021	15/2021
2021-04-13	B.1.1.7	ATTP_3-449	ARA AWV Wr. Neustadt-Süd	CoV_7765_S83889	2021-04-13	0.98818	15	2021	15/2021
2021-04-13	B.1.1.7	ATTP_3-448	ARA Piestingtaler AV	CoV_7764_S83567	2021-04-13	0.99795	15	2021	15/2021
2021-04-13	B.1.1.7	ATTP_3-713	ARA GAV Aspang - Feistritz	CoV_7763_S83579	2021-04-13	0.99746	15	2021	15/2021
2021-04-13	B.1.1.7	ATTP_3-34	ARA GV Abwasserbeseitigung Raum Bad Vöslau	CoV_7761_S83537	2021-04-13	0.99707	15	2021	15/2021
2021-04-13	B.1.1.7	ATTP_3-403	ARA Mödling	CoV_7762_S83558	2021-04-13	0.99693	15	2021	15/2021
2021-04-14	B.1.1.7	ATTP_8-Bregenz	Bregenz	CoV_8147_S84105	2021-04-14	0.98461	15	2021	15/2021
2021-04-14	B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_7770_S83559	2021-04-14	0.97444	15	2021	15/2021
2021-04-15	B.1.1.7	ATTP_5-A1651310R143	ARA Tennengau-Süd-Kuchl	CoV_8161_S84112	2021-04-15	0.99843	15	2021	15/2021
2021-04-15	B.1.1.7	ATTP_1-00000057	Kläranlage AWV Rotenturm	CoV_8203_S84157	2021-04-15	0.99761	15	2021	15/2021
2021-04-15	B.1.1.7	ATTP_6-M3691867R0	WV Ausseerland ARA Bad Aussee 18/375	CoV_8386_S84799	2021-04-15	0.953	15	2021	15/2021
2021-04-17	B.1.1.7	ATTP_8-Leiblachtal	Leiblachtal	CoV_8163_S84103	2021-04-17	0.99842	15	2021	15/2021
2021-04-18	B.1.1.7	ATTP_3-119	ARA GAV Raum Krems an der Donau	CoV_8183_S84134	2021-04-18	0.98944	15	2021	15/2021
2021-04-18	B.1.1.7	ATTP_3-330	ARA GV Horn für Abwasserbeseitigung	CoV_8182_S84130	2021-04-18	0.99846	15	2021	15/2021
2021-04-18	B.1.1.7	ATTP_3-757	ARA AV Lainsitz	CoV_8181_S84141	2021-04-18	0.9974	15	2021	15/2021
2021-04-18	B.1.1.7	ATTP_3-425	ARA GAV Erlauftal	CoV_8180_S84164	2021-04-18	0.99809	15	2021	15/2021
2021-04-18	B.1.1.7	ATTP_3-47	ARA AV An der Traisen	CoV_8179_S84185	2021-04-18	0.99241	15	2021	15/2021
2021-04-18	B.1.1.7	ATTP_3-55	ARA Wiental - Sammelkanal GmbH	CoV_8178_S84173	2021-04-18	0.9261	15	2021	15/2021
2021-04-18	B.1.1.7	ATTP_3-369	ARA AV Gölsental	CoV_8176_S84122	2021-04-18	0.9987	15	2021	15/2021
2021-04-19	B.1.1.7	ATTP_3-32	ARA Klosterneuburg	CoV_8192_S84120	2021-04-19	0.99767	16	2021	16/2021
2021-04-19	B.1.1.7	ATTP_3-29	ARA Baden	CoV_8200_S84117	2021-04-19	0.97513	16	2021	16/2021
2021-04-19	B.1.1.7	ATTP_3-1022	ARA Guntramsdorf	CoV_8201_S84106	2021-04-19	0.97958	16	2021	16/2021
2021-04-19	B.1.1.7	ATTP_3-132	ARA AV Raum Korneuburg	CoV_8190_S84129	2021-04-19	0.99834	16	2021	16/2021
2021-04-19	B.1.1.7	ATTP_3-10	ARA Hollabrunn	CoV_8189_S84142	2021-04-19	0.9985	16	2021	16/2021
2021-04-19	B.1.1.7	ATTP_3-1050	ARA GAV Laaer Becken	CoV_8191_S84133	2021-04-19	0.95907	16	2021	16/2021
2021-04-19	B.1.1.7	ATTP_3-244	ARA GAV Unteres Zayatal	CoV_8187_S84186	2021-04-19	0.99176	16	2021	16/2021
2021-04-20	B.1.1.318	ATTP_3-11	ARA AWV Schwechat	CoV_8339_S84823	2021-04-20	0.497955720126514	16	2021	16/2021
2021-04-20	B.1.1.7	ATTP_4-40703001	Wolfgangsee-Ischl	CoV_8854_S85860	2021-04-20	0.99859	16	2021	16/2021
2021-04-20	B.1.1.7	ATTP_3-449	ARA AWV Wr. Neustadt-Süd	CoV_8198_S84124	2021-04-20	0.92664	16	2021	16/2021
2021-04-20	B.1.1.7	ATTP_3-11	ARA AWV Schwechat	CoV_8339_S84823	2021-04-20	0.502038345824507	16	2021	16/2021
2021-04-20	B.1.1.7	ATTP_3-403	ARA Mödling	CoV_8195_S84187	2021-04-20	0.99099	16	2021	16/2021
2021-04-20	B.1.1.7	ATTP_4-40703001	Wolfgangsee-Ischl	CoV_8340_S84811	2021-04-20	0.99837	16	2021	16/2021
2021-04-20	B.1.1.7	ATTP_3-34	ARA GV Abwasserbeseitigung Raum Bad Vöslau	CoV_8194_S84175	2021-04-20	0.99781	16	2021	16/2021
2021-04-20	B.1.1.7	ATTP_3-11	ARA AWV Schwechat	CoV_8193_S84091	2021-04-20	0.83277	16	2021	16/2021
2021-04-20	B.1.1.7	ATTP_3-448	ARA Piestingtaler AV	CoV_8197_S84151	2021-04-20	0.99831	16	2021	16/2021
2021-04-21	B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_8361_S84839	2021-04-21	0.99166	16	2021	16/2021
2021-04-25	B.1.525	ATTP_6-M3647058R0	WV Mürzverband, Gde. Kapfenberg ARA Kapfenberg Mürz IV 2/827	CoV_8809_S85950	2021-04-25	0.381561692569366	16	2021	16/2021
2021-04-25	B.1.1.7	ATTP_3-810	ARA GAV Wagram - Nördliches Tullnerfeld	CoV_8324_S84817	2021-04-25	0.97024	16	2021	16/2021
2021-04-25	B.1.1.7	ATTP_3-757	ARA AV Lainsitz	CoV_8321_S84791	2021-04-25	0.99864	16	2021	16/2021
2021-04-25	B.1.1.7	ATTP_5-A1651310R143	ARA Tennengau-Süd-Kuchl	CoV_13244_S93130	2021-04-25	0.99642	16	2021	16/2021
2021-04-25	B.1.1.7	ATTP_3-7	ARA GV Abwasserreinigung im südlichen Waldviertel	CoV_8317_S84803	2021-04-25	0.99852	16	2021	16/2021
2021-04-25	B.1.1.7	ATTP_6-M3489301R0	Stadtgemeinde Graz ARA Graz Gössendorf 1/316	CoV_8807_S85936	2021-04-25	0.99844	16	2021	16/2021
2021-04-25	B.1.1.7	ATTP_3-425	ARA GAV Erlauftal	CoV_8320_S84755	2021-04-25	0.99841	16	2021	16/2021
2021-04-25	B.1.1.7	ATTP_3-119	ARA GAV Raum Krems an der Donau	CoV_8323_S84766	2021-04-25	0.99793	16	2021	16/2021
2021-04-25	B.1.1.7	ATTP_3-330	ARA GV Horn für Abwasserbeseitigung	CoV_8322_S84770	2021-04-25	0.99866	16	2021	16/2021
2021-04-25	B.1.1.7	ATTP_3-369	ARA AV Gölsental	CoV_8316_S84814	2021-04-25	0.99886	16	2021	16/2021
2021-04-25	B.1.1.7	ATTP_3-458	ARA Zwettl	CoV_8326_S84855	2021-04-25	0.94419	16	2021	16/2021
2021-04-25	B.1.1.7	ATTP_6-M3647058R0	WV Mürzverband, Gde. Kapfenberg ARA Kapfenberg Mürz IV 2/827	CoV_8809_S85950	2021-04-25	0.618431815526039	16	2021	16/2021
2021-04-25	B.1.1.7	ATTP_3-47	ARA AV An der Traisen	CoV_8319_S84844	2021-04-25	0.99816	16	2021	16/2021
2021-04-26	B.1.1.7	ATTP_3-32	ARA Klosterneuburg	CoV_8332_S84816	2021-04-26	0.99883	17	2021	17/2021
2021-04-26	B.1.1.7	ATTP_2-K1931629	ARA Klagenfurt	CoV_8356_S84775	2021-04-26	0.9833	17	2021	17/2021
2021-04-26	B.1.1.7	ATTP_3-134	ARA GAV Marchfeld	CoV_8328_S84756	2021-04-26	0.99919	17	2021	17/2021
2021-04-26	B.1.1.7	ATTP_3-132	ARA AV Raum Korneuburg	CoV_8330_S84771	2021-04-26	0.99859	17	2021	17/2021
2021-04-26	B.1.1.7	ATTP_3-10	ARA Hollabrunn	CoV_8329_S84790	2021-04-26	0.99846	17	2021	17/2021
2021-04-26	B.1.1.7	ATTP_3-244	ARA GAV Unteres Zayatal	CoV_8327_S84843	2021-04-26	0.99881	17	2021	17/2021
2021-04-27	B.1.1.7	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_8812_S85811	2021-04-27	0.99864	17	2021	17/2021
2021-04-27	B.1.1.7	ATTP_3-34	ARA GV Abwasserbeseitigung Raum Bad Vöslau	CoV_8334_S84854	2021-04-27	0.99867	17	2021	17/2021
2021-04-27	B.1.1.7	ATTP_3-403	ARA Mödling	CoV_8335_S84842	2021-04-27	0.99826	17	2021	17/2021
2021-04-27	B.1.1.7	ATTP_3-448	ARA Piestingtaler AV	CoV_8337_S84781	2021-04-27	0.99863	17	2021	17/2021
2021-04-27	B.1.617.2	ATTP_3-449	ARA AWV Wr. Neustadt-Süd	CoV_8338_S84776	2021-04-27	0.209699447897956	17	2021	17/2021
2021-04-27	B.1.1.7	ATTP_3-449	ARA AWV Wr. Neustadt-Süd	CoV_8338_S84776	2021-04-27	0.790292274710084	17	2021	17/2021
2021-04-27	B.1.1.7	ATTP_3-11	ARA AWV Schwechat	CoV_8333_S84805	2021-04-27	0.93142	17	2021	17/2021
2021-04-27	B.1.1.7	ATTP_7-7101301	Innsbruck	CoV_8810_S85786	2021-04-27	0.96094	17	2021	17/2021
2021-04-27	B.1.1.7	ATTP_7-7513103	Kufstein	CoV_8811_S85807	2021-04-27	0.99575	17	2021	17/2021
2021-04-29	B.1.1.7	ATTP_3-47	ARA AV An der Traisen	CoV_8855_S85882	2021-04-29	0.99859	17	2021	17/2021
2021-04-29	B.1.1.7	ATTP_1-00000010	Kläranlage Eisenstadt	CoV_8859_S85798	2021-04-29	0.99827	17	2021	17/2021
2021-05-01	B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_8900_S85920	2021-05-01	0.99829	17	2021	17/2021
2021-05-02	B.1.1.7	ATTP_6-M3489301R0	Stadtgemeinde Graz ARA Graz Gössendorf 1/316	CoV_8970_S86505	2021-05-02	0.99809	17	2021	17/2021
2021-05-02	B.1.1.7	ATTP_6-M3647058R0	WV Mürzverband, Gde. Kapfenberg ARA Kapfenberg Mürz IV 2/827	CoV_8972_S86170	2021-05-02	0.98538	17	2021	17/2021
2021-05-02	B.1.1.7	ATTP_8-Dornbirn	Dornbirn	CoV_8884_S85916	2021-05-02	0.97188	17	2021	17/2021
2021-05-03	B.1.1.7	ATTP_3-458	ARA Zwettl	CoV_8841_S85962	2021-05-03	0.98568	18	2021	18/2021
2021-05-03	B.1.1.7	ATTP_3-47	ARA AV An der Traisen	CoV_8834_S85956	2021-05-03	0.99846	18	2021	18/2021
2021-05-03	B.1.1.7	ATTP_3-425	ARA GAV Erlauftal	CoV_8835_S85801	2021-05-03	0.99859	18	2021	18/2021
2021-05-03	B.1.1.7	ATTP_3-7	ARA GV Abwasserreinigung im südlichen Waldviertel	CoV_8832_S85938	2021-05-03	0.9985	18	2021	18/2021
2021-05-03	B.1.160	ATTP_3-330	ARA GV Horn für Abwasserbeseitigung	CoV_8837_S85823	2021-05-03	0.483595949946403	18	2021	18/2021
2021-05-03	B.1.1.7	ATTP_3-330	ARA GV Horn für Abwasserbeseitigung	CoV_8837_S85823	2021-05-03	0.51639849594828	18	2021	18/2021
2021-05-03	B.1.1.7	ATTP_3-1127	ARA Abwasserreinigung im Waldviertel GmbH	CoV_8840_S85940	2021-05-03	0.98177	18	2021	18/2021
2021-05-03	B.1.1.7	ATTP_3-104	ARA GAV Amstetten	CoV_8830_S85862	2021-05-03	0.99837	18	2021	18/2021
2021-05-03	B.1.1.7	ATTP_3-369	ARA AV Gölsental	CoV_8831_S85888	2021-05-03	0.9979	18	2021	18/2021
2021-05-03	B.1.1.7	ATTP_3-757	ARA AV Lainsitz	CoV_8836_S85804	2021-05-03	0.99546	18	2021	18/2021
2021-05-03	B.1.1.7	ATTP_3-55	ARA Wiental - Sammelkanal GmbH	CoV_8833_S85964	2021-05-03	0.99844	18	2021	18/2021
2021-05-04	B.1.1.7	ATTP_4-40703001	Wolfgangsee-Ischl	CoV_8959_S86202	2021-05-04	0.99811	18	2021	18/2021
2021-05-04	B.1.1.318	ATTP_7-7930111	EMREG_BE_Hauptsitz AIZ Strass	CoV_8975_S86520	2021-05-04	0.99655	18	2021	18/2021
2021-05-04	B.1.1.7	ATTP_3-132	ARA AV Raum Korneuburg	CoV_8845_S85822	2021-05-04	0.99848	18	2021	18/2021
2021-05-04	B.1.1.7	ATTP_3-244	ARA GAV Unteres Zayatal	CoV_8842_S85954	2021-05-04	0.99895	18	2021	18/2021
2021-05-04	B.1.1.7	ATTP_3-29	ARA Baden	CoV_8857_S85966	2021-05-04	0.99234	18	2021	18/2021
2021-05-04	B.1.1.7	ATTP_3-32	ARA Klosterneuburg	CoV_8847_S85884	2021-05-04	0.99831	18	2021	18/2021
2021-05-04	B.1.1.7	ATTP_7-7513103	Kufstein	CoV_8974_S86196	2021-05-04	0.98197	18	2021	18/2021
2021-05-04	B.1.1.7	ATTP_7-7101301	Innsbruck	CoV_8973_S86215	2021-05-04	0.95082	18	2021	18/2021
2021-05-04	B.1.1.7	ATTP_3-1050	ARA GAV Laaer Becken	CoV_8846_S85858	2021-05-04	0.99848	18	2021	18/2021
2021-05-04	B.1.1.7	ATTP_3-10	ARA Hollabrunn	CoV_8844_S85805	2021-05-04	0.99822	18	2021	18/2021
2021-05-04	B.1.1.7	ATTP_2-K1931629	ARA Klagenfurt	CoV_8893_S85976	2021-05-04	0.99612	18	2021	18/2021
2021-05-04	B.1.1.7	ATTP_5-A1699622R154	EMREG_BE_Siggerwiesen_2	CoV_13248_S93186	2021-05-04	0.99726	18	2021	18/2021
2021-05-05	B.1.1.7	ATTP_3-448	ARA Piestingtaler AV	CoV_8852_S85802	2021-05-05	0.99809	18	2021	18/2021
2021-05-05	B.1.1.7	ATTP_3-449	ARA AWV Wr. Neustadt-Süd	CoV_8853_S85825	2021-05-05	0.96181	18	2021	18/2021
2021-05-05	B.1.1.7	ATTP_3-713	ARA GAV Aspang - Feistritz	CoV_8851_S85799	2021-05-05	0.99849	18	2021	18/2021
2021-05-05	B.1.1.7	ATTP_3-11	ARA AWV Schwechat	CoV_8848_S85942	2021-05-05	0.99854	18	2021	18/2021
2021-05-05	B.1.1.7	ATTP_3-403	ARA Mödling	CoV_8850_S85960	2021-05-05	0.99866	18	2021	18/2021
2021-05-06	P.1	ATTP_5-A1779244R157	EMREG_BE_Kläranlage Pfarrwerfen	CoV_13252_S93143	2021-05-06	0.131659705828945	18	2021	18/2021
2021-05-06	B.1.1.7	ATTP_5-A1779244R157	EMREG_BE_Kläranlage Pfarrwerfen	CoV_13252_S93143	2021-05-06	0.868331214817505	18	2021	18/2021
2021-05-08	B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_9184_S86212	2021-05-08	0.99713	18	2021	18/2021
